"","arrests_B","arrests_W","arrests_total","ct_pop","ct_white","ct_black","sir_total","sir_white","sir_black","eTot","eW","eB"
"150",6,11,17,7664,5772,1560,0.0649216138861409,0.10838442965184,0.234582501960551,261.85424209901,101.490592655559,25.5773553008187
"151",1,5,6,7499,5601,1517,0.0234176752425053,0.0507697430613383,0.0402053068620588,256.216722533987,98.4838547234554,24.8723384559884
"152",5,11,16,7708,5723,1627,0.0607538995480184,0.109312410964603,0.187435311953728,263.357580649683,100.629012780278,26.6758699195077
"153",9,4,13,7781,5952,1493,0.0488994325143751,0.0382206089901285,0.367664470587869,265.85175597239,104.65557995251,24.4788406821297
"154",86,98,184,5228,4046,893,1.03009700913073,1.37752893855079,5.87375671202454,178.623953248124,71.1418811303518,14.6413963356609
"155",91,147,241,4916,3292,1312,1.43483198878136,2.53955745080946,4.23035213139225,167.963916252444,57.8841010086798,21.5112116376116
"156",79,155,236,4981,3407,1209,1.38672818737459,2.58737929482924,3.98538014083516,170.184757293211,59.9061762261762,19.8224503581345
"157",94,164,260,5130,3493,1158,1.48337810680059,2.67021232553078,4.95094675985826,175.275608294353,61.4183368236083,18.9862675886846
"158",63,111,174,5060,3743,822,1.00645558353021,1.68656733787912,4.67452722884893,172.883933327374,65.8141525138178,13.4772987546621
"159",90,162,255,5044,3962,797,1.47965676692124,2.32541825359021,6.88736580411153,172.337264763493,69.6648870584414,13.067405240226
"160",88,115,207,5382,4139,881,1.12569965797146,1.58016685440705,6.09222207134779,183.885638175479,72.7771245671098,14.4446474487316
"161",121,133,257,5115,3904,926,1.47056209473417,1.93750292048729,7.96972517459927,174.763106515715,68.6450578183128,15.1824557747167
"162",65,103,169,5603,4176,1346,0.882799267736316,1.40274028167219,2.94535236488359,191.436497714086,73.4277052892608,22.0686668172448
"163",11,15,26,4020,3335,470,0.18929675840515,0.255797299148326,1.42745948001527,137.350476675107,58.6401813073958,7.7059980714005
"164",8,24,33,4047,3341,549,0.238658341126639,0.408540672928904,0.888764306152906,138.272979876656,58.7456808839608,9.00126157701888
"165",7,28,35,4201,3559,463,0.243843534576059,0.447435642867298,0.922116962350329,143.534664804011,62.5788321658236,7.59122788735836
"166",8,14,22,4285,3582,600,0.150268425754883,0.222281330676258,0.813219340129909,146.404674764387,62.9832472093229,9.83744434646872
"167",4,18,23,4498,3843,509,0.149659492100251,0.266380637832839,0.479304129742579,153.682200021053,67.5724787899017,8.34543195392096
"168",13,33,46,4786,4016,629,0.281307311101935,0.46732688840918,1.26055462102808,163.522234170911,70.6143832475267,10.3129208232147
"169",2,13,15,4809,4084,595,0.091291924851085,0.181033168536985,0.205013279024347,164.30807023149,71.8100451152637,9.75546564358148
"170",7,12,19,5044,4180,671,0.110248935574524,0.163269663666922,0.636274446450376,172.337264763493,73.4980383403042,11.0015419274675
"171",9,11,20,5114,4278,628,0.11446300785005,0.146235373527448,0.874081297114154,174.728939730472,75.2211980908663,10.2965250826373
"172",0,3,3,10451,8353,882,0.00840154753820434,0.0204258109100842,0,357.077072570036,146.872993841282,14.461043189309
